Composition,Sample A,Sample B,a_stoich_json,b_stoich_json,Lattice Parameter (Å),Thermal Conductivity (W/m/K),Vickers Hardness (GPa),CTE (K^-1),Relative Density %,Density Measured,Density Calculated,Bulk Modulus (GPa),Shear Modulus (GPa),Youngs Modulus (GPa),Poisson Ratio,Fracture Toughness (Mpa*m^.5),Specific Heat (Jg^−1K^−1),Thermal Diffusivity  (mm² s⁻¹),High Temp CTE,Temperature (K),Ionic Radius A (Å),Ionic Radius B (Å),oxygen_param_x,rA/rB (Å),Size disorder (δ %),Porosity (%),Grain Size (μm),compound_type,data_source
Nd16Sc1Zr18O63,"Nd,Sc",Zr,"{""Nd"": 0.5, ""Sc"": 0.5}","{""Zr"": 1.0}",,,,1.129e-05,,,,,,,,,,,,,,,,,,,,high_entropy,Jordan_pyrochlore_data
Nd16Sc1Zr18O63,"Nd,Sc",Zr,"{""Nd"": 0.5, ""Sc"": 0.5}","{""Zr"": 1.0}",,,,1.079e-05,,,,,,,,,,,,,,,,,,,,high_entropy,Jordan_pyrochlore_data
Sm12Er5Zr18O63,"Sm,Er",Zr,"{""Sm"": 0.5, ""Er"": 0.5}","{""Zr"": 1.0}",,,,1.199e-05,,,,,,,,,,,,,,,,,,,,high_entropy,Jordan_pyrochlore_data
Sm18Zr12Ce5O63,"Sm,Ce",Zr,"{""Sm"": 0.5, ""Ce"": 0.5}","{""Zr"": 1.0}",,,,1.086e-05,,,,,,,,,,,,,,,,,,,,high_entropy,Jordan_pyrochlore_data
Gd16Sc1Zr18O63,"Gd,Sc",Zr,"{""Gd"": 0.5, ""Sc"": 0.5}","{""Zr"": 1.0}",,,,1.163e-05,,,,,,,,,,,,,,,,,,,,high_entropy,Jordan_pyrochlore_data
Gd16Yb1Zr18O63,"Gd,Yb",Zr,"{""Gd"": 0.5, ""Yb"": 0.5}","{""Zr"": 1.0}",,,,1.186e-05,,,,,,,,,,,,,,,,,,,,high_entropy,Jordan_pyrochlore_data
Yb3Nd3Sm3Eu3Gd3Zr18O63,"Yb,Nd,Sm,Gd,Eu",Zr,"{""Yb"": 0.2, ""Nd"": 0.2, ""Sm"": 0.2, ""Gd"": 0.2, ""Eu"": 0.2}","{""Zr"": 1.0}",,,,1.052e-05,,,,,,,,,,,,,,,,,,,,high_entropy,Jordan_pyrochlore_data
Nd3Gd3Y3Er3Yb3Zr18O63,"Nd,Gd,Y,Er,Yb",Zr,"{""Nd"": 0.2, ""Gd"": 0.2, ""Y"": 0.2, ""Er"": 0.2, ""Yb"": 0.2}","{""Zr"": 1.0}",,,,1.29e-05,,,,,,,,,,,,,,,,,,,,high_entropy,Jordan_pyrochlore_data
Nd10Gd0Y0Er0Yb4Zr18O63,"Nd,Yb",Zr,"{""Nd"": 0.5, ""Yb"": 0.5}","{""Zr"": 1.0}",,,,1.26e-05,,,,,,,,,,,,,,,,,,,,high_entropy,Jordan_pyrochlore_data
Sm3Eu3Tb3Dy3Lu3Zr18O63,"Sm,Tb,Dy,Lu,Eu",Zr,"{""Sm"": 0.2, ""Tb"": 0.2, ""Dy"": 0.2, ""Lu"": 0.2, ""Eu"": 0.2}","{""Zr"": 1.0}",,,,1.1e-05,,,,,,,,,,,,,,,,,,,,high_entropy,Jordan_pyrochlore_data
Gd3Y3Er3Tm3Yb3Zr18O63,"Gd,Y,Er,Tm,Yb",Zr,"{""Gd"": 0.2, ""Y"": 0.2, ""Er"": 0.2, ""Tm"": 0.2, ""Yb"": 0.2}","{""Zr"": 1.0}",,,,1.061e-05,,,,,,,,,,,,,,,,,,,,high_entropy,Jordan_pyrochlore_data
La3Nd3Sm3Gd3Yb3Zr18O63,"La,Nd,Sm,Gd,Yb",Zr,"{""La"": 0.2, ""Nd"": 0.2, ""Sm"": 0.2, ""Gd"": 0.2, ""Yb"": 0.2}","{""Zr"": 1.0}",,,,1.09e-05,,,,,,,,,,,,,,,,,,,,high_entropy,Jordan_pyrochlore_data
Y3Gd3Er3Yb3Lu3Zr18O63,"Y,Gd,Er,Yb,Lu",Zr,"{""Y"": 0.2, ""Gd"": 0.2, ""Er"": 0.2, ""Yb"": 0.2, ""Lu"": 0.2}","{""Zr"": 1.0}",,,,1.02e-05,,,,,,,,,,,,,,,,,,,,high_entropy,Jordan_pyrochlore_data
Gd16Nd1Zr18O63,"Gd,Nd",Zr,"{""Gd"": 0.5, ""Nd"": 0.5}","{""Zr"": 1.0}",,,,1.12e-05,,,,,,,,,,,,,,,,,,,,high_entropy,Jordan_pyrochlore_data
Gd14Nd3Zr18O63,"Gd,Nd",Zr,"{""Gd"": 0.5, ""Nd"": 0.5}","{""Zr"": 1.0}",,,,1.14e-05,,,,,,,,,,,,,,,,,,,,high_entropy,Jordan_pyrochlore_data
Gd12Nd5Zr18O63,"Gd,Nd",Zr,"{""Gd"": 0.5, ""Nd"": 0.5}","{""Zr"": 1.0}",,,,1.11e-05,,,,,,,,,,,,,,,,,,,,high_entropy,Jordan_pyrochlore_data
Gd10Nd7Zr18O63,"Gd,Nd",Zr,"{""Gd"": 0.5, ""Nd"": 0.5}","{""Zr"": 1.0}",,,,1.13e-05,,,,,,,,,,,,,,,,,,,,high_entropy,Jordan_pyrochlore_data
La14Nd3Zr18O63,"La,Nd",Zr,"{""La"": 0.5, ""Nd"": 0.5}","{""Zr"": 1.0}",,,,8.93e-06,,,,,,,,,,,,,,,,,,,,high_entropy,Jordan_pyrochlore_data
La13Nd4Zr18O63,"La,Nd",Zr,"{""La"": 0.5, ""Nd"": 0.5}","{""Zr"": 1.0}",,,,1.136e-05,,,,,,,,,,,,,,,,,,,,high_entropy,Jordan_pyrochlore_data
La18Zr16Ce1O63,"La,Ce",Zr,"{""La"": 0.5, ""Ce"": 0.5}","{""Zr"": 1.0}",,,,1.087e-05,,,,,,,,,,,,,,,,,,,,high_entropy,Jordan_pyrochlore_data
La18Zr15Ce2O63,"La,Ce",Zr,"{""La"": 0.5, ""Ce"": 0.5}","{""Zr"": 1.0}",,,,1.093e-05,,,,,,,,,,,,,,,,,,,,high_entropy,Jordan_pyrochlore_data
La18Zr14Ce3O63,"La,Ce",Zr,"{""La"": 0.5, ""Ce"": 0.5}","{""Zr"": 1.0}",,,,1.123e-05,,,,,,,,,,,,,,,,,,,,high_entropy,Jordan_pyrochlore_data
Ca1Gd16Zr16Nb1O63,"Ca,Gd","Zr,Nb","{""Ca"": 0.5, ""Gd"": 0.5}","{""Zr"": 0.5, ""Nb"": 0.5}",,,,1.02e-05,,,,,,,,,,,,,,,,,,,,high_entropy,Jordan_pyrochlore_data
Ca9Gd9Zr9Nb9O63,"Ca,Gd","Zr,Nb","{""Ca"": 0.5, ""Gd"": 0.5}","{""Zr"": 0.5, ""Nb"": 0.5}",,,,9.4e-06,,,,,,,,,,,,,,,,,,,,high_entropy,Jordan_pyrochlore_data
Ca1Gd16Zr16Ta1O63,"Ca,Gd","Zr,Ta","{""Ca"": 0.5, ""Gd"": 0.5}","{""Zr"": 0.5, ""Ta"": 0.5}",,,,1.04e-05,,,,,,,,,,,,,,,,,,,,high_entropy,Jordan_pyrochlore_data
Ca9Gd9Zr9Ta9O63,"Ca,Gd","Zr,Ta","{""Ca"": 0.5, ""Gd"": 0.5}","{""Zr"": 0.5, ""Ta"": 0.5}",,,,9.2e-06,,,,,,,,,,,,,,,,,,,,high_entropy,Jordan_pyrochlore_data
Ho3Y3Dy3Gd3Eu3Ti18O63,"Ho,Y,Dy,Gd,Eu",Ti,"{""Ho"": 0.2, ""Y"": 0.2, ""Dy"": 0.2, ""Gd"": 0.2, ""Eu"": 0.2}","{""Ti"": 1.0}",,,,1.16e-05,,,,,,,,,,,,,,,,,,,,high_entropy,Jordan_pyrochlore_data
La5Gd5Ca7Ti3Zr3Hf3Nb3Ta3O63,"La,Gd,Ca","Ti,Zr,Hf,Nb,Ta","{""La"": 0.3333333333333333, ""Gd"": 0.3333333333333333, ""Ca"": 0.3333333333333333}","{""Ti"": 0.2, ""Zr"": 0.2, ""Hf"": 0.2, ""Nb"": 0.2, ""Ta"": 0.2}",,,,9e-06,,,,,,,,,,,,,,,,,,,,high_entropy,Jordan_pyrochlore_data
(Ho0.5Y0.5)2Ti2O7,"Ho,Y",Ti,"{""Ho"": 0.5, ""Y"": 0.5}","{""Ti"": 1.0}",10.0625,,15.5,,97.0,5.783,5.963,,,295.9,0.28,1.554,,,,,1.017,,,1.681,,,,high_entropy,literature_extraction
(Dy0.3333Ho0.3333Y0.3333)2Ti2O7,"Dy,Ho,Y",Ti,"{""Ho"": 0.3333333333333333, ""Y"": 0.3333333333333333, ""Dy"": 0.3333333333333333}","{""Ti"": 1.0}",10.0362,1.023,15.81,,93.4,5.833,6.246,,,296.3,0.28,1.504,,,,,1.02,,,1.686,,,,high_entropy,literature_extraction
(Dy0.25Gd0.25Ho0.25Y0.25)2Ti2O7,"Dy,Gd,Ho,Y",Ti,"{""Ho"": 0.25, ""Y"": 0.25, ""Dy"": 0.25, ""Gd"": 0.25}","{""Ti"": 1.0}",10.0977,,15.47,,95.19999999999999,6.028,6.333,,,291.0,0.28,1.428,,,,,1.028,,,1.7,,,,high_entropy,literature_extraction
(Dy0.2Eu0.2Gd0.2Ho0.2Y0.2)2Ti2O7,"Dy,Eu,Gd,Ho,Y",Ti,"{""Ho"": 0.2, ""Y"": 0.2, ""Dy"": 0.2, ""Gd"": 0.2, ""Eu"": 0.2}","{""Ti"": 1.0}",10.0768,0.947,15.88,1.16e-05,96.3,6.124,6.356,,,295.5,0.28,1.628,,,,,1.036,,,1.712,,,,high_entropy,literature_extraction
(Ca0.05Gd0.95)2(Nb0.05Zr0.95)2O7,"Ca,Gd","Nb,Zr","{""Ca"": 0.05, ""Gd"": 0.95}","{""Nb"": 0.05, ""Zr"": 0.95}",,,5.5,,,,,,,206.0,,3.12,,,,,,,,1.474,,,,high_entropy,literature_extraction
(Ca0.25Gd0.75)2(Nb0.25Zr0.75)2O7,"Ca,Gd","Nb,Zr","{""Ca"": 0.25, ""Gd"": 0.75}","{""Nb"": 0.25, ""Zr"": 0.75}",,,8.1,,,,,,,223.0,,1.95,,,,,,,,1.542,,,,high_entropy,literature_extraction
(Ca0.5Gd0.5)2(Nb0.5Zr0.5)2O7,"Ca,Gd","Nb,Zr","{""Ca"": 0.5, ""Gd"": 0.5}","{""Nb"": 0.5, ""Zr"": 0.5}",,,8.0,,,,,,,235.0,,1.52,,,,,,,,1.632,,,,high_entropy,literature_extraction
(Ca0.75Gd0.25)2(Nb0.75Zr0.25)2O7,"Ca,Gd","Nb,Zr","{""Ca"": 0.75, ""Gd"": 0.25}","{""Nb"": 0.75, ""Zr"": 0.25}",,,,,,,,,,193.0,,,,,,,,,,1.729,,,,high_entropy,literature_extraction
(Gd0.3333La0.3333Nd0.3333)2Zr2O7,"Gd,La,Nd",Zr,"{""La"": 0.3333333333333333, ""Nd"": 0.3333333333333333, ""Gd"": 0.3333333333333333}","{""Zr"": 1.0}",,1.54,10.2,1.026e-05,,,,,,189.0,,1.7,,,,,0.1107,0.072,,1.538,3.95,1.12,,high_entropy,literature_extraction
(Gd0.3333La0.3333Nd0.3333)2(Ce0.25Zr0.75)2O7,"Gd,La,Nd","Ce,Zr","{""La"": 0.3333333333333333, ""Nd"": 0.3333333333333333, ""Gd"": 0.3333333333333333}","{""Zr"": 0.75, ""Ce"": 0.25}",,1.43,10.6,1.05e-05,,,,,,195.0,,1.81,,,,,0.1107,0.07575,,1.462,9.44,2.16,,high_entropy,literature_extraction
(Eu0.2Gd0.2La0.2Nd0.2Sm0.2)2Zr2O7,"Eu,Gd,La,Nd,Sm",Zr,"{""La"": 0.2, ""Nd"": 0.2, ""Sm"": 0.2, ""Gd"": 0.2, ""Eu"": 0.2}","{""Zr"": 1.0}",,1.64,10.7,1.053e-05,,,,,,200.0,,1.8,,,,,0.10934,0.072,,1.519,3.49,1.66,,high_entropy,literature_extraction
(Ce0.2381Gd0.1905La0.1905Nd0.1905Sm0.1905)2(Eu0.2105Zr0.7895)2O7,"Ce,Gd,La,Nd,Sm","Eu,Zr","{""La"": 0.19047619047619047, ""Nd"": 0.19047619047619047, ""Sm"": 0.19047619047619047, ""Gd"": 0.19047619047619047, ""Ce"": 0.23809523809523808}","{""Zr"": 0.7894736842105263, ""Eu"": 0.2105263157894737}",,1.46,11.2,1.028e-05,,,,,,205.0,,1.89,,,,,0.10934,0.07575,,1.443,9.25,1.98,,high_entropy,literature_extraction
La2(Ce0.2Hf0.2Sn0.2Ti0.2Zr0.2)2O7,La,"Ce,Hf,Sn,Ti,Zr","{""La"": 1.0}","{""Zr"": 0.2, ""Hf"": 0.2, ""Ti"": 0.2, ""Ce"": 0.2, ""Sn"": 0.2}",10.789,1.58,10.3,4.4e-06,,6.438,,,,,,1.14,,0.68,,,,,,1.61,11.92,,,high_entropy,literature_extraction
Nd2(Ce0.2Hf0.2Sn0.2Ti0.2Zr0.2)2O7,Nd,"Ce,Hf,Sn,Ti,Zr","{""Nd"": 1.0}","{""Zr"": 0.2, ""Hf"": 0.2, ""Ti"": 0.2, ""Ce"": 0.2, ""Sn"": 0.2}",10.579,1.4,12.5,2.2e-06,,6.522,,,,,,1.24,,0.6,,,,,,1.54,11.92,,,high_entropy,literature_extraction
Sm2(Ce0.2Hf0.2Sn0.2Ti0.2Zr0.2)2O7,Sm,"Ce,Hf,Sn,Ti,Zr","{""Sm"": 1.0}","{""Zr"": 0.2, ""Hf"": 0.2, ""Ti"": 0.2, ""Ce"": 0.2, ""Sn"": 0.2}",10.4985,1.38,12.9,4.1e-06,,6.916,,,,,,1.16,,0.57,,,,,,1.5,11.92,,,high_entropy,literature_extraction
(Ce0.1429Eu0.7143Sn0.1429)2(Hf0.3333Ti0.3333Zr0.3333)2O7,"Ce,Eu,Sn","Hf,Ti,Zr","{""Ce"": 0.14285714285714288, ""Sn"": 0.14285714285714288, ""Eu"": 0.7142857142857143}","{""Zr"": 0.3333333333333333, ""Hf"": 0.3333333333333333, ""Ti"": 0.3333333333333333}",10.4684,1.42,13.3,6.7e-06,,7.29,,,,,,1.2,,0.53,,,,,,1.48,11.92,,,high_entropy,literature_extraction
Gd2(Ce0.2Hf0.2Sn0.2Ti0.2Zr0.2)2O7,Gd,"Ce,Hf,Sn,Ti,Zr","{""Gd"": 1.0}","{""Zr"": 0.2, ""Hf"": 0.2, ""Ti"": 0.2, ""Ce"": 0.2, ""Sn"": 0.2}",10.4564,1.38,13.85,5.2e-06,,7.494,,,,,,1.26,,0.54,,,,,,1.46,11.92,,,high_entropy,literature_extraction
Dy2(Ce0.2Hf0.2Sn0.2Ti0.2Zr0.2)2O7,Dy,"Ce,Hf,Sn,Ti,Zr","{""Dy"": 1.0}","{""Zr"": 0.2, ""Hf"": 0.2, ""Ti"": 0.2, ""Ce"": 0.2, ""Sn"": 0.2}",10.3715,1.18,13.4,4.8e-06,,7.635,,,,,,1.18,,0.45,,,,,,1.43,11.92,,,high_entropy,literature_extraction
(Ca0.5Gd0.5)2(Nb0.5Zr0.5)2O7,"Ca,Gd","Nb,Zr","{""Ca"": 0.5, ""Gd"": 0.5}","{""Zr"": 0.5, ""Nb"": 0.5}",10.5139,,,8e-06,96.46,5.4388,5.6384,,,,,,,,,,,,,,,,,high_entropy,literature_extraction
(Ca0.5Gd0.5)2(Nb0.4Ta0.1Zr0.5)2O7,"Ca,Gd","Nb,Ta,Zr","{""Ca"": 0.5, ""Gd"": 0.5}","{""Zr"": 0.5, ""Nb"": 0.4, ""Ta"": 0.1}",10.5134,,,7.9e-06,96.32,5.6109,5.8313,,,,,,,,,,,,,,,,,high_entropy,literature_extraction
(Ca0.5Gd0.5)2(Nb0.3Ta0.2Zr0.5)2O7,"Ca,Gd","Nb,Ta,Zr","{""Ca"": 0.5, ""Gd"": 0.5}","{""Zr"": 0.5, ""Nb"": 0.3, ""Ta"": 0.2}",10.513,,,7.7e-06,96.02,5.8019,6.0424,,,,,,,,,,,,,,,,,high_entropy,literature_extraction
(Ca0.5Gd0.5)2(Nb0.2Ta0.3Zr0.5)2O7,"Ca,Gd","Nb,Ta,Zr","{""Ca"": 0.5, ""Gd"": 0.5}","{""Zr"": 0.5, ""Nb"": 0.2, ""Ta"": 0.3}",10.5125,,,7.4e-06,95.72,5.9758,6.243,,,,,,,,,,,,,,,,,high_entropy,literature_extraction
(Ca0.5Gd0.5)2(Nb0.1Ta0.4Zr0.5)2O7,"Ca,Gd","Nb,Ta,Zr","{""Ca"": 0.5, ""Gd"": 0.5}","{""Zr"": 0.5, ""Nb"": 0.1, ""Ta"": 0.4}",10.5122,,,7.3e-06,95.64,6.1653,6.4463,,,,,,,,,,,,,,,,,high_entropy,literature_extraction
(Ca0.5Gd0.5)2(Ta0.5Zr0.5)2O7,"Ca,Gd","Ta,Zr","{""Ca"": 0.5, ""Gd"": 0.5}","{""Zr"": 0.5, ""Ta"": 0.5}",10.5118,,,7.2e-06,95.56,6.3532,6.6484,,,,,,,,,,,,,,,,,high_entropy,literature_extraction
(Gd0.4167La0.4167Yb0.1667)2(Ce0.25Nb0.25Ta0.25Zr0.25)2O7,"Gd,La,Yb","Ce,Nb,Ta,Zr","{""La"": 0.4166666666666667, ""Gd"": 0.4166666666666667, ""Yb"": 0.16666666666666669}","{""Nb"": 0.25, ""Zr"": 0.25, ""Ce"": 0.25, ""Ta"": 0.25}",,0.83,7.11,7.47e-06,,6.76,7.2,,,,,2.06,,0.362,10.36,,,,,1.48,,6.16,,high_entropy,literature_extraction
(Er0.2Gd0.2La0.2Nd0.2Yb0.2)2Zr2O7,"Er,Gd,La,Nd,Yb",Zr,"{""La"": 0.2, ""Nd"": 0.2, ""Gd"": 0.2, ""Er"": 0.2, ""Yb"": 0.2}","{""Zr"": 1.0}",,1.41,11.705,,98.7,6.85,,,,,,1.693,,0.56,11.1926,,1.062,0.72,,1.475,,,,high_entropy,literature_extraction
Gd2(Hf0.25Sn0.25Ti0.25Zr0.25)2O7,Gd,"Hf,Sn,Ti,Zr","{""Gd"": 1.0}","{""Ti"": 0.25, ""Zr"": 0.25, ""Hf"": 0.25, ""Sn"": 0.25}",10.43,,,,,,,177.98,93.65,239.02,0.28,,,,,,,,,,,,,high_entropy,literature_extraction
(Gd0.2La0.2Nd0.2Pr0.2Sm0.2)2Sn2O7,"Gd,La,Nd,Pr,Sm",Sn,"{""Gd"": 0.2, ""Nd"": 0.2, ""La"": 0.2, ""Pr"": 0.2, ""Sm"": 0.2}","{""Sn"": 1.0}",10.5736,,4.2,,,,,,,,,,,,8.702,,,,,,,,,high_entropy,literature_extraction
(Dy0.5Gd0.5)2Ti2O7,"Dy,Gd",Ti,"{""Gd"": 0.5, ""Dy"": 0.5}","{""Ti"": 1.0}",10.0989,2.8,,,,6.62,97.3,,,,,,,0.99,,,1.04,,,1.72,,,,high_entropy,literature_extraction
(Dy0.3333Gd0.3333Ho0.3333)2Ti2O7,"Dy,Gd,Ho",Ti,"{""Gd"": 0.3333333333333333, ""Dy"": 0.3333333333333333, ""Ho"": 0.3333333333333333}","{""Ti"": 1.0}",10.0563,2.92,,,,6.727,97.0,,,,,,,0.99,,,1.032,,,1.71,,,,high_entropy,literature_extraction
(Dy0.25Er0.25Gd0.25Ho0.25)2Ti2O7,"Dy,Er,Gd,Ho",Ti,"{""Gd"": 0.25, ""Dy"": 0.25, ""Ho"": 0.25, ""Er"": 0.25}","{""Ti"": 1.0}",10.1006,2.25,,,,6.824,99.1,,,,,,,0.78,,,1.025,,,1.69,,,,high_entropy,literature_extraction
(Dy0.2Er0.2Gd0.2Ho0.2Yb0.2)2Ti2O7,"Dy,Er,Gd,Ho,Yb",Ti,"{""Gd"": 0.2, ""Dy"": 0.2, ""Ho"": 0.2, ""Er"": 0.2, ""Yb"": 0.2}","{""Ti"": 1.0}",10.0999,2.02,,,,6.949,100.2,,,,,,,0.72,,,1.0178,,,1.68,,,,high_entropy,literature_extraction
(Dy0.1667Er0.1667Gd0.1667Ho0.1667Nd0.1667Yb0.1667)2Ti2O7,"Dy,Er,Gd,Ho,Nd,Yb",Ti,"{""Gd"": 0.16666666666666666, ""Dy"": 0.16666666666666666, ""Ho"": 0.16666666666666666, ""Er"": 0.16666666666666666, ""Yb"": 0.16666666666666666, ""Nd"": 0.16666666666666666}","{""Ti"": 1.0}",10.1273,2.28,,,,6.742,99.3,,,,,,,0.78,,,1.035,,,1.71,,,,high_entropy,literature_extraction
Gd2(Ti0.5Zr0.5)2O7,Gd,"Ti,Zr","{""Gd"": 1.0}","{""Ti"": 0.5, ""Zr"": 0.5}",10.3856,,,,,,,,,,,,,,,,,,0.32776,1.5894,8.6793,,,high_entropy,literature_extraction
Gd2(Sn0.3333Ti0.3333Zr0.3333)2O7,Gd,"Sn,Ti,Zr","{""Gd"": 1.0}","{""Ti"": 0.3333333333333333, ""Zr"": 0.3333333333333333, ""Sn"": 0.3333333333333333}",10.41183,,,,,,,,,,,,,,,,,,0.3332,1.5677,7.2514,,,high_entropy,literature_extraction
Gd2(Hf0.25Sn0.25Ti0.25Zr0.25)2O7,Gd,"Hf,Sn,Ti,Zr","{""Gd"": 1.0}","{""Ti"": 0.25, ""Zr"": 0.25, ""Hf"": 0.25, ""Sn"": 0.25}",10.4426,,,,,,,,,,,,,,,,,,0.33727,1.5457,6.6538,,,high_entropy,literature_extraction
(Eu0.5Gd0.5)2Ti2O7,"Eu,Gd",Ti,"{""Gd"": 0.5, ""Eu"": 0.5}","{""Ti"": 1.0}",10.39893,,,,,,,,,,,,,,,,,,0.33319,1.7512,0.6135,,,high_entropy,literature_extraction
(Eu0.5Gd0.5)2(Ti0.5Zr0.5)2O7,"Eu,Gd","Ti,Zr","{""Gd"": 0.5, ""Eu"": 0.5}","{""Ti"": 0.5, ""Zr"": 0.5}",10.3981,,,,,,,,,,,,,,,,,,0.33864,1.5992,8.7009,,,high_entropy,literature_extraction
(Eu0.5Gd0.5)2(Sn0.3333Ti0.3333Zr0.3333)2O7,"Eu,Gd","Sn,Ti,Zr","{""Gd"": 0.5, ""Eu"": 0.5}","{""Ti"": 0.3333333333333333, ""Zr"": 0.3333333333333333, ""Sn"": 0.3333333333333333}",10.42075,,,,,,,,,,,,,,,,,,0.34244,1.5774,7.2773,,,high_entropy,literature_extraction
(Eu0.5Gd0.5)2(Hf0.25Sn0.25Ti0.25Zr0.25)2O7,"Eu,Gd","Hf,Sn,Ti,Zr","{""Gd"": 0.5, ""Eu"": 0.5}","{""Ti"": 0.25, ""Zr"": 0.25, ""Hf"": 0.25, ""Sn"": 0.25}",10.42595,,,,,,,,,,,,,,,,,,0.33743,1.5552,6.682,,,high_entropy,literature_extraction
(Eu0.3333Gd0.3333Sm0.3333)2Ti2O7,"Eu,Gd,Sm",Ti,"{""Sm"": 0.3333333333333333, ""Gd"": 0.3333333333333333, ""Eu"": 0.3333333333333333}","{""Ti"": 1.0}",10.42263,,,,,,,,,,,,,,,,,,0.33404,1.6091,8.7362,,,high_entropy,literature_extraction
(Eu0.3333Gd0.3333Sm0.3333)2(Ti0.5Zr0.5)2O7,"Eu,Gd,Sm","Ti,Zr","{""Sm"": 0.3333333333333333, ""Gd"": 0.3333333333333333, ""Eu"": 0.3333333333333333}","{""Ti"": 0.5, ""Zr"": 0.5}",10.43198,,,,,,,,,,,,,,,,,,0.3408,1.5871,7.3195,,,high_entropy,literature_extraction
(Eu0.3333Gd0.3333Sm0.3333)2(Sn0.3333Ti0.3333Zr0.3333)2O7,"Eu,Gd,Sm","Sn,Ti,Zr","{""Sm"": 0.3333333333333333, ""Gd"": 0.3333333333333333, ""Eu"": 0.3333333333333333}","{""Ti"": 0.3333333333333333, ""Zr"": 0.3333333333333333, ""Sn"": 0.3333333333333333}",10.45474,,,,,,,,,,,,,,,,,,0.33982,1.5648,6.7278,,,high_entropy,literature_extraction
(Dy0.129Gd0.129Ho0.129La0.129Nd0.129Sm0.129Sn0.2258)2(Eu0.16Hf0.28Ti0.28Zr0.28)2O7,"Dy,Gd,Ho,La,Nd,Sm,Sn","Eu,Hf,Ti,Zr","{""La"": 0.12903225806451613, ""Nd"": 0.12903225806451613, ""Sm"": 0.12903225806451613, ""Gd"": 0.12903225806451613, ""Dy"": 0.12903225806451613, ""Ho"": 0.12903225806451613, ""Sn"": 0.22580645161290322}","{""Ti"": 0.28, ""Zr"": 0.28, ""Hf"": 0.28, ""Eu"": 0.16}",10.48606,,,,,,,,,,,,,,,,,,0.32918,1.5725,7.9172,,,high_entropy,literature_extraction
(Dy0.2Er0.2Gd0.2Y0.2Yb0.2)2Hf2O7,"Dy,Er,Gd,Y,Yb",Hf,"{""Y"": 0.2, ""Gd"": 0.2, ""Dy"": 0.2, ""Er"": 0.2, ""Yb"": 0.2}","{""Hf"": 1.0}",,0.93,,,,4.7,9.12,,,,,,,,10.68,,,,,1.43,,25.3,,high_entropy,literature_extraction
(Eu0.25Gd0.25La0.25Yb0.25)2(Hf0.5Zr0.5)2O7,"Eu,Gd,La,Yb","Hf,Zr","{""La"": 0.25, ""Gd"": 0.25, ""Yb"": 0.25, ""Eu"": 0.25}","{""Zr"": 0.5, ""Hf"": 0.5}",10.571,1.64,10.88,,97.0,7.76,,,,236.5,,2.4,,,10.77,,,,,1.491,,,,high_entropy,literature_extraction
(Eu0.25Gd0.25La0.25Yb0.25)2(Hf0.25Zr0.75)2O7,"Eu,Gd,La,Yb","Hf,Zr","{""La"": 0.25, ""Gd"": 0.25, ""Yb"": 0.25, ""Eu"": 0.25}","{""Zr"": 0.75, ""Hf"": 0.25}",10.588,1.53,11.51,,97.0,7.2,,,,250.1,,2.31,,,11.2,,,,,1.486,,,,high_entropy,literature_extraction
(Eu0.25Gd0.25La0.25Yb0.25)2(Ce0.05Zr0.95)2O7,"Eu,Gd,La,Yb","Ce,Zr","{""La"": 0.25, ""Gd"": 0.25, ""Yb"": 0.25, ""Eu"": 0.25}","{""Zr"": 0.95, ""Ce"": 0.05}",10.725,1.48,10.23,,96.8,6.66,,,,221.3,,2.34,,,11.13,,,,,1.465,,,,high_entropy,literature_extraction
(Eu0.25Gd0.25La0.25Yb0.25)2(Ce0.15Zr0.85)2O7,"Eu,Gd,La,Yb","Ce,Zr","{""La"": 0.25, ""Gd"": 0.25, ""Yb"": 0.25, ""Eu"": 0.25}","{""Zr"": 0.85, ""Ce"": 0.15}",10.6,,10.23,,96.8,6.69,6.91,,,221.0,,2.3,,,10.81,,,,,1.43,,,,high_entropy,literature_extraction
La2(Ce0.2Hf0.2Sn0.2Ti0.1Zr0.3)2O7,La,"Ce,Hf,Sn,Ti,Zr","{""La"": 1.0}","{""Zr"": 0.3, ""Hf"": 0.2, ""Ti"": 0.1, ""Ce"": 0.2, ""Sn"": 0.2}",10.809,1.91,,,100.0,,,220.2,113.8,291.3,0.28,,,0.8,10.06,,,,,1.584,10.385,,,high_entropy,literature_extraction
La2(Ce0.2Hf0.1Sn0.2Ti0.1Zr0.4)2O7,La,"Ce,Hf,Sn,Ti,Zr","{""La"": 1.0}","{""Zr"": 0.4, ""Hf"": 0.1, ""Ti"": 0.1, ""Ce"": 0.2, ""Sn"": 0.2}",10.826,1.98,,,98.8,,,202.0,106.5,271.7,0.28,,,0.83,10.38,,,,,1.581,10.338,,,high_entropy,literature_extraction
La2(Ce0.2Hf0.1Sn0.1Ti0.1Zr0.5)2O7,La,"Ce,Hf,Sn,Ti,Zr","{""La"": 1.0}","{""Zr"": 0.5, ""Hf"": 0.1, ""Ti"": 0.1, ""Ce"": 0.2, ""Sn"": 0.1}",10.822,1.74,,,99.2,,,194.7,96.8,249.1,0.29,,,0.73,10.45,,,,,1.579,10.29,,,high_entropy,literature_extraction
